idProposicao,idAutor
2483486,204444
2483486,204449
2483489,204462
2483490,204462
2483495,141470
2483496,141470
2483498,141470
2483500,141470
2483501,141470
2483502,74856
2483518,220663
2483524,220607
2483529,73778
2483536,178989
2483537,178989
2483538,178989
2483540,220663
2483544,220704
2483546,204449
2483548,141470
2483555,220660
2483561,204517
2483590,220667
2483601,178970
2483602,141421
2483603,220540
2483604,73579
2483604,220576
2483604,220657
2483604,204388
2483604,220574
2483604,204572
2483604,220690
2483604,204460
2483604,204369
2483604,220665
2483604,220594
2483604,204378
2483604,220590
2483604,220557
2483604,220659
2483604,178908
2483604,220583
2483604,220654
2483604,220619
2483604,92346
2483604,178871
2483604,220545
2483604,220534
2483604,204473
2483604,204472
2483604,204536
2483604,204404
2483604,204526
2483604,220547
2483604,220655
2483604,220628
2483604,220530
2483604,204449
2483604,220706
2483604,161440
2483604,74084
2483604,220693
2483604,165470
2483604,220644
2483604,204416
2483604,204387
2483604,220569
2483604,178947
2483604,220558
2483609,220540
2483650,204379
2483651,178970
2483678,160548
2483679,160548
2483680,160548
2483683,122158
2483686,220547
2483688,220547
2483701,204459
2483718,220585
2483727,220529
2483730,74856
2483732,191923
2483741,178947
2483780,220546
2483785,204455
2483803,220577
2483804,220569
2483805,204536
2483819,220598
2483837,205476
2483840,227660
2483841,220597
2483852,220712
2483853,226837
2483854,73778
2483858,137070
2483861,220665
2483862,221148
2483863,122974
2483870,204444
2483872,74374
2483876,74374
2483881,160673
2483884,204444
2483886,219585
2483888,178954
2483889,160512
2483889,141518
2483893,178933
2483902,204572
2483911,220646
2483920,160632
2483921,220646
2483925,204570
2483928,204570
2483941,160512
2483942,220579
2483947,204479
2483957,220706
2483958,227660
2483959,220558
2483962,220584
2483964,178843
2483973,220630
2483974,220630
2483975,220630
2483976,220630
2483977,220630
2483979,204526
2483984,160629
2483986,220534
2484002,218086
2484007,74158
2484026,178871
2484047,220556
2484048,220556
2484051,220597
2484061,178871
2484063,178871
2484071,220714
2484072,220611
2484073,220611
2484078,220547
2484083,160559
2484084,220628
2484085,204520
2484087,220588
2484089,220686
2484092,220527
2484097,220557
2484101,220656
2484103,220618
2484110,204412
2484111,220686
2484111,220540
2484112,204412
2484126,204361
2484136,204517
2484142,74585
2484144,204536
2484145,204387
2484156,160512
2484160,204361
2484162,137070
2484165,204570
2484232,74356
2484233,220530
2484246,220645
2484246,220639
2484246,220615
2484246,221338
2484252,204520
2484254,204488
2484256,204512
2484257,160512
2484260,220548
2484269,204536
2484298,160548
2484299,160548
2484301,160548
2484341,204525
2484344,220609
2484344,220630
2484345,220609
2484345,220630
2484346,220609
2484346,220630
2484353,220563
2484354,220647
2484366,160575
2484379,178843
2484384,74398
2484389,204482
2484392,160635
2484393,66385
2484412,220668
2484417,204553
2484419,204464
2484421,74856
2484423,220668
2484424,220571
2484430,160161
2484431,220584
2484433,220665
2484442,220594
2484451,220659
2484451,204412
2484454,178829
2484462,220580
2484463,220668
2484466,204412
2484467,178829
2484468,74356
2484470,204388
2484475,220624
2484488,178910
2484539,220542
2484545,104552
2484546,73579
2484552,178829
2484554,178964
2484556,204511
2484557,74253
2484558,74253
2484569,220539
2484575,220539
2484580,74095
2484589,220614
2484601,204455
2484618,204444
2484620,204388
2484625,191923
2484634,213762
2484641,220646
2484642,220540
2484643,220607
2484644,204464
2484648,220540
2484652,220686
2484652,220540
2484656,220540
2484657,66828
2484668,204372
2484675,204559
2484679,178871
2484725,178871
2484828,122974
2484831,74044
2484838,220540
2484850,220540
2484888,178873
2484937,220540
2484946,220540
2485045,220586
2485055,74356
2485058,69871
2485059,220540
2485060,220629
2485064,220669
2485065,204488
2485072,73441
2485075,220586
2485082,220652
2485083,227660
2485084,227660
2485085,227660
2485096,220565
2485097,220565
2485098,220565
2485099,220565
2485100,220565
2485101,220565
2485102,220622
2485103,74356
2485111,220665
2485112,178989
2485120,220573
2485122,220659
2485135,220559
2485142,221338
2485155,220600
2485158,74356
2485164,74283
2485168,178947
2485169,178947
2485193,204460
2485200,220584
2485209,220599
2485210,220599
2485212,74856
2485213,204372
2485214,178972
2485215,220558
2485219,220687
2485220,73579
2485220,204374
2485220,204388
2485220,204572
2485220,213762
2485220,204507
2485220,204460
2485220,204378
2485220,220666
2485220,220673
2485220,220583
2485220,220654
2485220,220619
2485220,220610
2485220,178871
2485220,220545
2485220,220526
2485220,220568
2485220,204472
2485220,204455
2485220,204526
2485220,220655
2485220,220628
2485220,220550
2485220,220530
2485220,161440
2485220,74084
2485220,220693
2485220,165470
2485220,204416
2485220,204387
2485220,220579
2485220,220558
2485228,162067
2485231,220663
2485232,178989
2485244,220640
2485246,220644
2485255,204560
2485256,220589
2485258,109429
2485259,109429
2485260,109429
2485262,109429
2485272,109429
2485273,109429
2485284,220589
2485287,220584
2485302,109429
2485303,109429
2485308,109429
2485309,226837
2485312,204557
2485313,109429
2485314,226837
2485316,220690
2485316,220642
2485320,109429
2485321,204560
2485328,220684
2485345,109429
2485355,220586
2485373,141470
2485380,73579
2485396,136811
2485400,204379
2485410,73579
2485422,220646
2485427,220614
2485429,220667
2485436,220554
2485436,220700
2485436,74041
2485443,220690
2485444,220673
2485455,104552
2485457,220607
2485458,204570
2485459,220549
2485476,220607
2485485,220656
2485487,220656
2485501,204372
2485502,204540
2485503,138286
2485506,204449
2485507,204482
2485509,204512
2485510,178931
2485513,220629
2485557,220672
2485559,160548
2485560,160548
2485561,160548
2485565,204462
2485574,204536
2485575,204536
2485576,204536
2485579,204449
2485587,74858
2485591,178871
2485595,204536
2485599,204488
2485604,213762
2485604,220557
2485604,220659
2485604,178871
2485604,204536
2485604,220644
2485604,220579
2485604,220569
2485608,220607
2485611,133810
2485614,220607
2485623,218086
2485624,204372
2485627,220686
2485762,220546
2485763,220666
2485764,220534
2485765,178931
2485774,220706
2485776,178970
2485778,74428
2485820,141518
2485830,92102
2485839,220622
2485846,220557
2485849,220621
2485852,74161
2485859,220702
2485860,204559
2485863,204464
2485867,204426
2485874,219585
2485875,219585
2485876,204525
2485880,220583
2485894,73579
2485897,220588
2485898,178947
2485899,73486
2485900,73486
2485902,178954
2485907,73579
2485910,220693
2485911,220651
2485912,220578
2485917,220625
2485919,220590
2485920,220629
2485923,178964
2485927,220693
2485928,220693
2485929,220557
2485931,220590
2485933,204488
2485934,204488
2485935,204488
2485940,204388
2485940,220557
2485940,220642
2485940,220654
2485940,178871
2485940,204473
2485940,204472
2485940,220655
2485940,220628
2485940,220550
2485940,204449
2485940,74084
2485940,230767
2485940,220579
2485951,220547
2485954,220557
2485957,178829
2485961,178829
2485963,220590
2485967,220622
2485976,74356
2485979,74041
2485980,204536
2485981,204536
2485982,178871
2485983,220530
2485985,219585
2486001,160632
2486002,220530
2486034,220602
2486041,204559
2486052,204534
2486053,220630
2486055,204559
2486056,204559
2486073,74171
2486073,204407
2486073,221338
2486080,213762
2486081,213762
2486081,74084
2486082,220530
2486083,74784
2486083,204535
2486093,220547
2486099,198783
2486106,204572
2486111,220578
2486128,74060
2486129,178970
2486136,178970
2486137,160575
2486138,160575
2486139,160575
2486140,160575
2486142,178947
2486156,220607
2486157,220607
2486161,141470
2486164,178884
2486167,204412
2486168,220530
2486169,220557
2486171,220557
2486172,220557
2486181,73579
2486186,178972
2486189,220645
2486191,220645
2486192,220645
2486193,220607
2486194,74095
2486197,220569
2486198,220569
2486213,220645
2486222,220594
2486223,109429
2486227,204570
2486233,74574
2486237,220659
2486238,220573
2486240,74858
2486241,178843
2486249,220659
2486252,220543
2486253,220659
2486257,220659
2486259,220547
2486261,220659
2486264,162332
2486276,204536
2486278,220666
2486284,220640
2486284,204464
2486287,141398
2486293,204464
2486315,178966
2486316,220659
2486317,220659
2486326,74856
2486330,143632
2486341,204462
2486341,220654
2486341,92346
2486341,220568
2486380,191923
2486383,220567
2486387,220547
2486388,230767
2486389,230767
2486390,230767
2486392,220547
2486395,220558
2486396,160548
2486397,160548
2486398,160548
2486400,204358
2486401,204358
2486402,204358
2486403,204358
2486404,226179
2486409,220547
2486416,74171
2486419,220556
2486420,220556
2486421,178964
2486421,133810
2486421,161440
2486423,109429
2486432,137070
2486433,178876
2486443,218086
2486444,220597
2486448,220540
2486449,220540
2486450,220597
2486451,204504
2486453,220540
2486454,220540
2486460,69871
2486461,178835
2486471,220547
2486473,204559
2486476,220621
2486481,204444
2486482,204444
2486483,204444
2486489,141408
2486495,220576
2486498,220576
2486499,220576
2486500,220673
2486517,220617
2486520,220547
2486525,160629
2486528,220530
2486545,204422
2486546,204422
2486547,204422
2486548,204422
2486551,220540
2486559,220597
2486560,230768
2486584,220591
2486593,220617
2486599,220715
2486600,220715
2486601,220715
2486602,220715
2486603,220715
2486604,220715
2486605,220715
2486615,220715
2486616,220715
2486619,220715
2486624,220715
2486625,220715
2486628,220715
2486637,220715
2486638,220715
2486640,220715
2486641,220715
2486642,220715
2486642,220540
2486643,220715
2486643,220540
2486644,220715
2486644,220540
2486646,220715
2486664,73486
2486665,73486
2486683,74044
2486687,220621
2486690,220588
2486693,160518
2486697,74374
2486699,74374
2486700,223128
2486704,220578
2486708,204409
2486712,220531
2486713,178843
2486733,204488
2486734,204488
2486737,220566
2486738,220566
2486744,204526
2486749,220699
2486754,204362
2486763,204367
2486764,220703
2486765,220712
2486766,220703
2486767,220640
2486768,220703
2486779,220646
2486787,220568
2486788,204497
2486789,204495
2486789,204501
2486789,220553
2486789,220645
2486789,178857
2486789,220640
2486789,162067
2486789,74041
2486789,74784
2486789,74398
2486789,178986
2486789,178987
2486789,220598
2486789,160569
2486789,224333
2486802,204528
2486802,204410
2486802,220609
2486802,74428
2486802,209787
2486802,220580
2486802,220586
2486802,204534
2486804,220686
2486820,178972
2486823,204394
2486826,220565
2486828,220534
2486860,220686
2486860,220667
2486860,204534
2486867,220557
2486884,220669
2486904,230765
2487027,220652
2487037,220604
2487038,220604
2487039,220604
2487040,220604
2487041,220604
2487042,220604
2487043,220604
2487054,220604
2487061,220604
2487063,220604
2487065,220604
2487068,220604
2487072,220604
2487145,220584
2487147,220665
2487159,220665
2487162,220665
2487173,204464
2487174,204464
2487175,204378
2487176,204378
2487177,220602
2487178,220537
2487179,220542
2487180,220590
2487185,220686
2487187,220686
2487191,204412
2487191,204444
2487192,220659
2487198,204431
2487210,220609
2487210,220630
2487211,220609
2487211,220630
2487214,220584
2487217,220656
2487234,220656
2487245,73579
2487246,73579
2487259,98057
2487261,178989
2487270,220559
2487275,178884
2487277,220610
2487282,220610
2487283,220610
2487284,220610
2487285,88256
2487288,220610
2487289,220610
2487291,204572
2487292,220610
2487293,220610
2487299,160629
2487300,160629
2487301,160629
2487308,73778
2487309,220575
2487310,220575
2487311,220575
2487312,220683
2487313,74158
2487313,220667
2487314,141450
2487315,220639
2487330,220578
2487333,73701
2487335,204572
2487336,204572
2487347,204512
2487357,178881
2487382,178933
2487395,204559
2487398,204571
2487399,220605
2487400,204571
2487402,74041
2487404,220638
2487406,204571
2487409,178972
2487413,220581
2487414,220659
2487414,220701
2487420,204571
2487421,220533
2487422,204571
2487424,141408
2487428,141408
2487429,204419
2487430,220708
2487431,220534
2487433,204571
2487438,133439
2487439,204444
2487440,225730
2487485,220604
2487486,220604
2487487,220604
2487489,220604
2487490,220604
2487493,220604
2487497,220604
2487498,220604
2487500,220654
2487548,220539
2487561,220534
2487584,204553
2487620,160548
2487621,160548
2487622,160548
2487623,160548
2487638,230767
2487640,230767
2487641,230767
2487651,178934
2487679,160629
2487714,204536
2487739,220607
2487760,204540
2487775,220686
2487791,204540
2487796,204409
2487826,209787
2487828,220539
2487836,209787
2487842,220649
2487847,92699
2487848,178829
2487853,220619
2487865,220708
2487896,204404
2487902,178986
2487904,178986
2487917,220612
2487944,74161
2487947,220684
2487959,204571
2487960,204457
2487962,204457
2487963,204457
2487965,204457
2488008,220577
2488009,122158
2488010,220577
2488017,204387
2488018,220589
2488032,178871
2488036,204570
2488037,204570
2488087,220557
2488095,160512
2488109,220577
2488139,218086
2488158,220605
2488216,220642
2488216,220701
2488216,204494
2488216,160161
2488219,220653
2488221,220549
2488224,74856
2488229,220669
2488232,74856
2488256,220575
2488270,141421
2488318,220576
2488434,165470
2488444,220695
2488445,220530
2488449,220604
2488454,220604
2488456,220604
2488477,220618
2488479,133439
2488485,220604
2488497,220685
2488522,220547
2488523,204444
2488528,178871
2488532,188097
2488548,204460
2488563,141464
2488566,160604
2488571,204479
2488593,220561
2488596,220557
2488609,220656
2488667,220615
2488682,204572
2488713,178871
2488720,220553
2488757,220639
2488798,204528
2488798,220630
2488808,204528
2488808,220576
2488808,220574
2488808,204460
2488808,204369
2488808,178929
2488808,178871
2488808,156190
2488808,220706
2488808,220552
2488809,204528
2488809,220576
2488809,220574
2488809,204460
2488809,204369
2488809,220673
2488809,178929
2488809,178871
2488809,156190
2488809,220706
2488813,178843
2488830,220660
2488872,204474
2488887,179000
2488957,73486
2488973,220569
2488974,220569
2489209,226837
2489222,226837
2489225,220539
2489226,226837
2489261,220586
2489281,220683
2489283,74060
2489285,220691
2489294,204512
2489305,220604
2489341,150418
2489352,160512
2489353,160512
2489359,221328
2489360,221328
2489361,160629
2489362,221328
2489367,204449
2489384,160556
2489409,220604
2489410,220604
2489411,220604
2489680,160673
2490055,204540
2490058,204563
2490092,73579
2490092,220576
2490194,220584
2490196,73486
2490197,160548
2490199,160548
2490200,160548
2490232,220579
2490244,204407
2490305,220684
2490306,204536
2490307,220641
2490310,220641
2490312,178881
2490315,220617
2490321,178986
2490334,220585
2490346,178986
2490359,220638
2490360,220638
2490374,204473
2490389,178887
2490393,178887
2490397,69871
2490399,204388
2490400,204388
2490401,204388
2490405,220582
2490406,220533
2490431,204525
2490436,204412
2490437,220668
2490446,220650
2490447,74856
2490467,220658
2490470,165470
2490478,218086
2490482,220534
2490514,62881
2490586,204412
2490590,204559
2490595,204412
2490628,220656
2490658,178943
2490659,178884
2490661,204374
2490662,204536
2490676,220670
2490693,220557
2490694,220653
2490701,220604
2490702,220604
2490849,220572
2490865,74856
2490911,220715
2490924,220715
2490924,220540
2490928,220715
2490934,220715
2490937,220715
2490940,220715
2490940,220540
2490942,220715
2490942,220540
2490966,220635
2490981,220530
2491047,220642
2491047,220701
2491047,220686
2491047,204494
2491047,160161
2491049,220647
2491050,178829
2491061,220576
2491061,204388
2491061,204460
2491061,220665
2491061,220590
2491061,204409
2491061,220557
2491061,220659
2491061,220673
2491061,178908
2491061,220583
2491061,220652
2491061,220654
2491061,220619
2491061,178871
2491061,220526
2491061,220568
2491061,204472
2491061,204520
2491061,204536
2491061,204455
2491061,204526
2491061,220655
2491061,220550
2491061,220530
2491061,160561
2491061,204479
2491061,161440
2491061,220693
2491061,230767
2491061,204416
2491061,204387
2491061,220579
2491061,220569
2491061,178947
2491061,220552
2491062,220656
2491063,220623
2491070,220647
2491079,204488
2491080,204488
2491081,204488
2491082,204488
2491083,204488
2491093,220579
2491094,160548
2491099,137070
2491103,141408
2491110,225730
2491112,220529
2491165,204572
2491168,220558
2491171,220623
2491172,204368
2491174,74856
2491175,178843
2491176,204444
2491177,220657
2491181,220657
2491182,220657
2491183,220657
2491191,220553
2491207,220611
2491208,220611
2491209,220611
2491211,204355
2491212,220612
2491217,220610
2491235,74084
2491238,73778
2491244,73486
2491266,73486
2491277,73486
2491305,74253
2491308,220673
2491311,178975
2491321,163321
2491329,109429
2491333,204416
2491339,204416
2491340,220607
2491389,220540
2491477,178934
2491642,220602
2491650,220659
2491660,136811
2491660,204404
2491692,220602
2491697,220659
2491956,220561
2491960,220639
2491961,73486
2492017,220659
2492028,214694
2492034,220529
2492064,220644
2492140,220539
2492143,220539
2492144,220540
2492279,220659
2492285,160512
2492286,160512
2492309,178871
2492310,204479
2492312,204479
2492313,220610
2492314,220610
2492315,220610
2492340,220610
2492341,221328
2492343,221328
2492345,178843
2492368,141470
2492372,220569
2492374,220599
2492375,220599
2492378,204511
2492379,204511
2492392,220623
2492452,178931
2492525,178993
2492549,178993
2493215,220695
2493286,220695
2493291,204368
2493533,220571
2493602,220653
2493747,178989
2493898,160512
2494095,220666
2494112,220650
2494151,204368
2494185,178933
2494198,220531
2494203,220703
2494255,220603
2494331,220695
2494342,204479
2494345,220604
2494350,220604
2494351,220604
2494352,153423
2494353,160666
2494361,178871
2494367,160548
2494368,160548
2494369,160548
2494375,204559
2494377,220579
2494382,220557
2494383,220557
2494386,220557
2494387,204416
2494388,220589
2494389,220589
2494390,220589
2494391,220589
2494396,204444
2494398,220666
2494400,220599
2494401,220599
2494411,141464
2494428,220656
2494435,220606
2494436,220606
2494439,204535
2494456,178829
2494518,220696
2494520,220696
2494522,220696
2494524,220696
2494525,74858
2494527,220696
2494537,160592
2494547,143632
2494549,220696
2494552,204472
2494554,204472
2494557,204572
2494557,220609
2494558,204572
2494558,220609
2494559,204472
2494560,204472
2494561,204472
2494562,220690
2494563,220609
2494572,220666
2494593,74356
2494596,74356
2494601,141456
2494625,74858
2494635,160598
2494638,204441
2494710,220604
2494711,220604
2494724,220604
2494725,220604
2494741,160599
2494743,160599
2494790,220532
2494793,220532
2494796,220532
2494906,204412
2494911,220622
2494912,178871
2494917,220682
2494929,220529
2494936,178992
2494937,204572
2494940,74371
2494944,141411
2494982,213762
2495002,220635
2495024,178843
2495045,206018
2495046,206018
2495047,206018
2495048,206018
2495071,178884
2495165,220547
2495166,230764
2495168,230764
2495170,230764
2495182,220578
2495189,220547
2495190,73486
2495233,220629
2495314,204391
2495316,204391
2495324,204391
2495331,204391
2495336,204391
2495380,160629
2495386,178931
2495409,220604
2495414,220604
2495427,220581
2495440,220604
2495442,220604
2495455,220604
2495457,220604
2495575,178887
2495600,220659
2495609,121948
2495611,220674
2495617,160673
2495619,74856
2495620,220532
2495622,74856
2495624,220599
2495625,220599
2495641,178871
2495646,204479
2495647,218086
2495650,218086
2495652,220654
2495653,178887
2495662,220537
2495664,204388
2495687,220607
2495698,178970
2495723,220640
2495723,204464
2495744,178954
2495851,220599
2495872,220599
2495876,220599
2496036,204368
2496046,220569
2496047,220638
2496049,220638
2496071,220624
2496088,178947
2496096,220532
2496109,220540
2496111,220540
2496145,220532
2496156,205476
2496161,205476
2496165,205476
2496168,72442
2496168,178910
2496168,178843
2496168,204395
2496197,220574
2496264,91228
2496275,91228
2496312,213762
2496354,220604
2496355,74356
2496356,220604
2496357,220604
2496358,220604
2496359,220695
2496396,204536
2496398,160629
2496418,204559
2496467,226837
2496549,160548
2496551,160548
2496554,160548
2496557,160548
2496626,220602
2496632,204488
2496633,204488
2496634,204488
2496659,178954
2496660,220618
2496707,220714
2496708,220714
2496710,160629
2496716,178896
2496736,178896
2496899,204570
2496900,204570
2496901,204570
2496902,204570
2496911,220658
2496912,178871
2496913,220658
2496914,62881
2496951,220599
2496952,220599
2496964,220674
2496967,73531
2496974,220644
2496981,204571
2496999,220638
2497013,204571
2497077,160512
2497078,74270
2497079,220695
2497098,160559
2497107,213762
2497108,220566
2497109,178934
2497112,220574
2497120,220534
2497137,204553
2497225,220604
2497227,220604
2497228,220604
2497230,220604
2497231,220604
2497354,204369
2497357,220621
2497369,204528
2497369,204365
2497369,156190
2497370,220686
2497401,141485
2497402,220623
2497405,178884
2497406,137070
2497412,204368
2497415,220604
2497419,178843
2497444,220569
2497446,74160
2497449,141411
2497560,220648
2497586,122974
2497595,220695
2497597,220604
2497606,220572
2497660,204507
2497712,220618
2497749,220537
2497757,220666
2497758,178972
2497761,179000
2497778,220534
2497779,220583
2497782,178884
2497893,220642
2497894,204570
2497895,220579
2497923,204372
2497934,213762
2497940,74057
2497969,220599
2497972,220599
2497974,220599
2497977,220672
2497998,204488
2497999,204488
2498000,204488
2498005,220610
2498012,204559
2498015,204559
2498017,74856
2498036,160518
2498081,220586
2498082,204372
2498083,220625
2498084,220702
2498087,220702
2498089,220598
2498116,206018
2498116,204407
2498116,220639
2498116,73531
2498116,74784
2498116,204535
2498116,204464
2498116,220598
2498117,109429
2498136,204412
2498137,162332
2498150,220610
2498151,220610
2498152,220610
2498157,220610
2498158,220572
2498159,220610
2498241,220557
2498242,88256
2498245,88256
2498284,220695
2498285,220695
2498293,220668
2498297,220647
2498314,160599
2498315,220534
2498317,160599
2498344,160575
2498354,220604
2498367,220546
2498369,220546
2498371,80815
2498401,220585
2498404,160599
2498417,220604
2498427,80815
2498442,220673
2498444,73778
2498449,204412
2498455,220708
2498460,230765
2498480,218086
2498542,220669
2498543,141470
2498546,220536
2498550,220574
2498552,220574
2498553,220574
2498609,220594
2498612,205476
2498613,220594
2498615,220618
2498670,220618
2498696,204444
2498722,220604
2498723,220604
2498725,160575
2498778,220683
2498779,165470
2498810,165470
2498821,165470
2498848,178887
2498900,153423
2498905,74398
2498918,220574
2498918,220673
2498918,178908
